word,fear,negative,positive,sadness
missile,2,0,0,0
missing,154,154,0,154
missionary,0,0,2,0
mistake,0,58,0,58
mistaken,4,4,0,0
mistress,0,1,0,0
mistrust,7,7,0,0
misunderstand,0,1,0,0
misunderstanding,0,6,0,6
misuse,0,4,0,0
moan,1,0,0,1
mob,19,19,0,0
mockery,0,5,0,0
mocking,0,22,0,22
model,0,0,248,0
moderate,0,0,51,0
moderator,0,0,6,0
modest,0,0,7,0
modesty,0,0,2,0
molestation,4,4,0,4
momentum,0,0,24,0
monetary,0,0,21,0
money,0,0,767,0
monk,0,0,2,0
monochrome,0,2,0,0
monsoon,0,29,0,29
monster,23,23,0,0
monument,0,0,4,0
moody,0,2,0,2
moot,0,3,0,0
moral,0,0,64,0
morality,0,0,14,0
morals,0,0,8,0
morbid,0,11,0,11
morbidity,9,9,0,9
morgue,1,1,0,1
moribund,0,1,0,1
moron,0,57,0,0
moronic,0,13,0,0
mortal,0,8,0,0
mortality,277,277,0,277
mortar,0,0,8,0
mortgage,36,0,0,0
mortuary,4,4,0,4
mosquito,0,12,0,0
mother,0,215,215,215
motherhood,0,0,5,0
motive,0,0,5,0
mourn,0,17,0,17
mourning,0,20,0,20
mover,0,0,1,0
mud,0,4,0,0
muddled,0,3,0,0
muddy,0,5,0,0
mug,4,4,4,4
mule,0,2,0,0
mum,61,61,0,0
mumble,0,2,0,0
mumps,0,2,0,0
murder,94,94,0,94
murderer,29,29,0,29
murderous,6,6,0,6
murky,0,2,0,2
muscular,0,0,2,0
music,0,0,326,326
musical,0,0,28,28
musty,0,1,0,0
mutant,0,3,0,0
mutilation,1,1,0,1
mutiny,1,1,0,0
mutter,0,1,0,0
mutual,0,0,17,0
muzzle,9,9,0,0
mysterious,12,0,0,0
nab,0,3,0,0
nadir,0,2,0,0
nag,0,13,0,0
naive,0,8,0,0
nameless,0,2,0,0
nap,0,0,9,0
nasty,36,36,0,36
naturalist,0,0,2,0
naughty,0,5,0,0
nausea,0,5,0,0
nay,0,3,0,0
neatly,0,0,3,0
necessity,0,0,0,42
needful,0,1,0,0
needle,0,0,13,0
needy,0,35,0,0
nefarious,7,7,0,7
negative,0,720,0,720
neglect,0,23,0,0
neglected,0,20,0,20
neglecting,0,11,0,0
negligence,0,48,0,0
negligent,0,20,0,0
negligently,0,2,0,0
negotiate,0,0,19,0
negotiator,0,0,1,0
neighbor,0,0,36,0
nepotism,0,6,0,6
nerve,0,0,14,0
nervous,28,28,0,0
nervousness,1,0,0,0
nestle,0,0,1,0
neurotic,1,1,0,0
newcomer,1,0,0,0
nicotine,0,6,0,0
nightmare,58,58,0,0
nihilism,0,1,0,0
noble,0,0,41,0
noise,0,40,0,0
noisy,0,1,0,0
nomination,0,0,10,0
noncompliance,3,3,0,3
nonsense,0,79,0,0
nonsensical,0,8,0,8
normality,0,0,22,0
notable,0,0,13,0
noted,0,0,39,0
nothingness,0,1,0,1
notion,0,0,14,0
notoriety,3,3,3,0
nourishment,0,0,1,0
nuisance,0,6,0,0
nullify,0,1,0,0
numb,0,28,0,0
numbness,0,1,0,1
nun,0,5,0,0
nurse,0,0,193,0
nursery,0,0,9,0
nutritious,0,0,16,16
oak,0,0,6,0
oasis,0,0,1,0
oath,0,0,19,0
obedience,0,0,6,0
obese,0,50,0,0
obesity,0,202,0,202
obey,28,0,0,0
obit,0,5,0,5
obituary,0,23,0,23
objection,0,3,0,0
objective,0,0,18,0
oblige,0,1,0,0
obliterate,1,1,0,1
obliterated,2,2,0,0
oblivion,1,1,0,0
obnoxious,0,3,0,3
obscene,0,1,0,0
observant,0,0,3,0
obstacle,5,5,0,5
obstinate,0,1,0,0
obstruct,3,3,0,0
obstructive,0,1,0,0
obtuse,0,3,0,0
obvious,0,0,82,0
occult,2,2,0,0
occupant,0,0,8,0
occupation,0,0,12,0
occupy,0,0,11,0
odious,3,3,0,0
odor,0,2,0,0
offend,0,2,0,0
offended,0,6,0,6
offender,1,1,0,1
offense,8,8,0,8
offensive,0,6,0,0
offer,0,0,310,0
officer,0,0,203,0
offing,0,2,0,0
offset,0,0,13,0
ogre,1,1,0,0
olfactory,0,5,0,0
oligarchy,0,4,0,0
omen,2,2,0,0
ominous,5,5,0,0
onerous,0,1,0,1
onus,0,4,0,0
opaque,0,4,0,0
openness,0,0,6,0
opera,8,0,8,8
operation,67,0,0,0
opponent,13,13,0,0
opportunity,0,0,405,0
oppose,0,22,0,0
opposed,16,16,0,0
opposition,0,97,0,0
oppress,1,1,0,1
oppression,13,13,0,13
oppressive,9,9,0,9
oppressor,1,1,0,1
optimism,0,0,23,0
optimist,0,0,4,0
option,0,0,130,0
optional,0,0,12,0
oracle,0,0,5,0
orchestra,0,0,8,8
ordained,0,0,2,0
ordeal,0,8,0,0
orderly,0,0,2,0
ordnance,3,3,0,0
organic,0,0,39,0
organization,0,0,180,0
organize,0,0,17,0
organized,0,0,75,0
originality,0,0,2,0
ornate,0,0,1,0
orphan,8,8,0,8
ostensibly,0,1,0,0
oust,0,3,0,3
outburst,5,5,5,5
outcome,0,0,49,0
outcry,10,10,0,0
outdo,0,0,2,0
outlaw,0,2,0,0
outpost,2,0,0,0
outrage,0,11,0,0
outsider,1,0,0,0
outstanding,0,49,49,0
outward,0,0,3,0
overbearing,0,1,0,0
overcast,0,1,0,0
overdo,0,4,0,0
overdose,0,17,0,0
overdue,0,9,0,9
overestimated,0,2,0,0
overflow,0,7,0,0
overload,0,6,0,6
overpaid,0,2,0,0
overpriced,0,4,0,4
oversight,0,16,0,0
overt,2,0,0,0
overthrow,1,1,0,0
overturn,0,5,0,0
overwhelm,0,11,0,0
overwhelmed,0,72,0,72
overwhelming,0,0,38,0
owing,19,19,0,19
ownership,0,0,6,0
oxidation,0,1,0,0
pacific,0,0,112,0
pad,0,0,9,0
padding,0,0,2,0
paddle,0,0,3,0
pain,132,132,0,132
pained,2,2,0,2
painful,41,41,0,41
painfully,0,5,0,5
pains,0,9,0,0
palliative,0,0,14,0
palsy,3,3,0,3
panacea,0,0,3,0
pandemic,8465,8465,0,8465
panic,128,128,0,0
parachute,1,0,0,0
parade,28,28,28,0
paralysis,3,3,0,3
paralyzed,5,5,0,5
paramount,0,0,20,0
paranoia,12,12,0,0
paraphrase,0,1,1,0
parasite,8,8,0,0
pardon,0,0,29,0
pare,2,2,0,2
partake,0,0,2,0
participation,0,0,49,0
partisan,0,25,0,0
partner,0,0,201,0
partnership,0,0,125,0
passe,0,1,0,0
passion,0,0,32,0
passionate,0,0,13,0
passive,0,15,0,0
pastor,0,0,47,0
pastry,0,0,3,0
patch,0,13,0,0
patent,0,0,56,0
pathetic,0,69,0,69
patience,0,0,35,0
patient,0,0,558,0
patriarchal,0,0,1,0
patron,0,0,15,0
patronage,0,0,1,0
patronizing,0,1,0,0
patter,0,1,0,0
pauper,0,1,0,1
pawn,0,2,0,0
pay,0,0,733,0
payback,0,2,0,0
payment,0,113,0,0
peace,0,0,169,0
peaceful,0,0,68,0
peacock,0,0,1,0
peck,0,0,2,0
pedestrian,0,3,0,0
pedigree,0,0,1,0
peerless,0,0,3,0
penal,1,1,0,1
penalty,16,16,0,16
penetration,4,4,0,0
penitentiary,0,1,0,0
pensive,0,0,0,1
perceive,0,0,7,0
perennial,0,0,1,0
perfect,0,0,218,0
perfection,0,0,8,0
performer,0,0,2,0
peril,9,9,0,9
perilous,3,3,0,3
perish,3,3,0,3
perishable,0,5,0,0
perished,0,6,0,6
perishing,1,1,0,1
perjury,1,1,0,0
perk,0,0,7,0
permission,0,0,44,0
pernicious,1,1,0,1
perpetrator,1,1,0,1
perplexed,0,4,0,0
persecute,3,3,0,0
persecution,12,12,0,12
persistence,0,0,5,0
persistent,0,0,28,0
pertinent,0,0,8,0
perverse,5,5,0,0
perversion,0,1,0,1
pervert,0,1,0,0
pessimism,1,1,0,1
pessimist,1,1,0,1
pest,6,6,0,0
pestilence,16,16,0,0
pet,0,47,0,0
petroleum,0,6,6,0
petty,0,12,0,0
phalanx,1,0,0,0
phantom,8,8,0,0
pharmaceutical,0,0,76,0
philanthropist,0,0,1,0
philanthropy,0,0,13,0
philosopher,0,0,3,0
phoenix,0,0,20,0
phony,0,7,0,0
physician,0,0,78,0
physics,0,0,15,0
physiology,0,0,2,0
pick,0,0,121,0
picket,2,2,0,0
picketing,0,1,0,0
pickle,0,2,0,0
picnic,0,0,13,0
piety,0,0,1,0
pig,0,27,0,0
pigeon,0,3,0,0
piles,0,1,0,0
pill,0,0,13,0
pillow,0,0,60,0
pilot,0,0,28,0
pimple,0,1,0,0
pine,0,4,0,4
pinnacle,0,0,4,0
pioneer,0,0,11,0
pious,0,0,3,3
piracy,0,1,0,0
pirate,0,2,0,0
pistol,0,3,0,0
pith,0,0,1,0
pity,0,0,0,17
pivot,0,0,33,0
plague,77,77,0,77
plaintive,0,0,0,1
planning,0,0,307,0
plated,0,3,0,0
player,0,117,0,0
playful,0,0,5,0
playground,0,0,7,0
plea,75,75,0,75
pleasant,0,0,9,0
pleased,0,0,94,0
pleasurable,0,0,20,0
pledge,0,0,39,0
plenary,0,0,8,0
plexus,0,0,1,0
plight,22,22,0,22
plum,0,0,3,0
plummet,9,9,0,0
plunge,14,14,0,0
plush,0,0,10,0
ply,0,0,17,0
pneumonia,65,65,0,0
poaching,6,6,0,6
pointless,0,13,0,13
poison,18,18,0,18
poisoned,8,8,0,8
poisoning,0,12,0,0
poisonous,10,10,0,10
poke,0,2,0,0
polemic,0,1,0,0
police,791,0,791,0
policeman,2,0,2,0
polio,37,37,0,37
polish,0,0,11,0
polite,0,0,4,0
politeness,0,0,2,0
politic,0,0,17,0
pollute,0,1,0,0
pollution,0,71,0,0
pompous,0,1,0,0
pool,0,0,65,0
poorly,0,35,0,0
pop,0,193,0,0
pope,0,0,9,0
popularity,0,0,18,0
population,0,0,559,0
porn,0,26,0,0
porno,0,1,0,0
pornography,0,1,0,0
portable,0,0,43,0
pose,0,27,0,0
possess,0,0,4,0
possessed,4,4,0,0
possession,4,4,0,0
postponement,0,25,0,0
potency,0,0,1,0
pound,0,17,0,0
poverty,174,174,0,174
powerful,159,0,159,0
powerfully,3,0,3,0
powerless,9,9,0,9
practice,0,0,305,0
practiced,0,0,5,0
practise,0,0,13,0
praise,0,0,46,0
praised,0,0,21,0
praiseworthy,0,0,2,0
prank,0,9,0,0
pray,244,0,244,0
precarious,8,8,0,8
precaution,0,0,28,0
precede,0,0,1,0
precedence,0,0,3,0
precinct,0,5,0,0
precious,0,0,33,0
precipice,3,0,0,0
precise,0,0,16,0
precision,0,0,11,0
predatory,0,11,0,0
predicament,7,7,0,0
predominant,0,0,2,0
preeminent,0,0,1,0
prefer,0,0,42,0
pregnancy,0,46,0,0
prejudice,0,6,0,0
premeditated,3,3,0,0
premier,0,0,121,0
premises,0,0,31,0
prepare,0,0,234,0
prepared,0,0,176,0
prescient,0,0,3,0
presence,0,0,43,0
preserve,0,0,15,0
president,0,0,1294,0
pressure,0,149,0,0
prestige,0,0,5,0
presto,0,0,1,0
pretend,0,37,0,0
pretended,0,4,0,0
pretending,0,31,0,0
pretense,0,1,0,0
pretensions,0,1,0,0
pretty,0,0,245,0
prevail,0,0,15,0
prevent,565,0,0,0
prevention,0,0,278,0
preventive,0,84,0,0
prey,7,7,0,0
priceless,0,0,10,0
prick,4,4,0,0
pride,0,0,43,0
priest,0,0,27,0
primary,0,0,137,0
prime,0,0,251,0
primer,0,0,7,0
prince,0,0,25,0
princess,0,0,34,0
principal,0,0,31,0
prison,155,155,0,155
prisoner,12,12,0,12
pristine,0,0,3,0
privileged,0,0,27,0
probation,2,0,0,2
probity,0,0,1,0
procedure,31,0,31,0
procession,0,0,7,7
procrastinate,0,2,0,0
procrastination,0,2,0,0
proctor,0,0,1,0
procure,0,0,28,0
prodigy,0,0,2,0
producer,0,0,49,0
producing,0,0,38,0
production,0,0,178,0
productive,0,0,56,0
productivity,0,0,55,0
profanity,0,1,0,0
profession,0,0,14,0
professional,0,0,180,0
professor,0,0,215,0
proficiency,0,0,2,0
proficient,0,0,2,0
prognosis,8,0,0,0
progress,0,0,240,0
progression,0,0,12,12
progressive,0,0,17,0
prohibited,13,13,0,0
prohibition,0,8,0,0
projectiles,1,0,0,0
prolific,0,0,3,0
prolong,0,8,0,0
prominence,0,0,2,0
prominently,0,0,3,0
promise,0,0,86,0
promising,0,0,68,0
promotion,0,0,38,0
prop,0,0,14,0
propaganda,0,104,0,0
proper,0,0,146,0
prophet,0,0,14,0
prophylactic,0,0,13,0
proposition,0,0,4,0
prosecute,9,9,0,9
prosecution,0,4,0,0
prospect,0,0,16,0
prosper,0,0,6,0
prosperity,0,0,36,0
prosperous,0,0,4,0
prostitute,0,2,0,0
protect,0,0,1184,0
protecting,0,0,249,0
protective,0,0,144,0
protector,0,0,11,0
protestant,2,0,0,0
proud,0,0,378,0
prove,0,0,106,0
proverbial,0,0,2,0
provide,0,0,578,0
providing,0,0,253,0
provoking,0,17,0,0
prowl,1,0,0,0
prudence,0,0,1,0
prudent,0,0,11,0
psalm,0,0,9,0
psychosis,5,5,0,5
public,0,0,2074,0
pull,0,0,71,0
pulpit,0,0,2,0
puma,4,0,0,0
punch,13,13,0,13
punish,18,18,0,0
punished,8,8,0,8
punishing,7,7,0,7
punishment,21,21,0,0
punitive,1,1,0,1
puppy,0,0,11,0
purely,0,0,11,0
purgatory,1,1,0,0
purge,6,6,0,0
purification,0,0,6,0
purr,0,0,2,0
pus,0,8,0,0
quack,0,11,0,0
quagmire,0,14,0,0
quail,3,3,0,0
quake,1,0,0,0
qualified,0,0,34,0
qualifying,0,0,16,0
quandary,1,1,0,0
quarantine,1245,0,0,0
quarrel,0,2,0,0
quash,13,13,0,0
quell,0,3,0,0
quest,0,0,22,0
question,0,0,475,0
questionable,0,14,0,0
quiet,0,0,73,73
quinine,0,0,2,0
quit,0,60,0,0
quiz,0,18,0,0
quote,0,88,88,0
rabble,1,1,0,0
rabid,10,10,0,10
rabies,0,2,0,0
rack,0,2,0,2
racket,0,3,0,0
radiant,0,0,1,0
radiate,0,0,2,0
radiation,9,9,0,0
radio,0,0,201,0
radon,1,1,0,0
rage,0,47,0,0
raging,55,55,0,0
rags,0,3,0,0
raid,4,4,0,0
rail,0,19,0,0
rainy,0,0,0,21
ram,0,138,0,0
rambling,0,1,0,0
rampage,2,2,0,0
rancid,0,1,0,0
ransom,2,2,0,0
rape,16,16,0,16
raptors,3,3,0,0
rapture,0,0,8,0
rascal,2,2,0,0
rash,0,5,0,0
rat,40,40,0,0
rating,26,26,0,26
rational,0,0,25,0
rattlesnake,1,0,0,0
raucous,0,1,0,0
rave,0,13,13,0
raving,4,4,0,0
react,38,0,0,0
reactionary,0,3,0,0
reader,0,0,9,0
readily,0,0,11,0
readiness,0,0,13,0
reading,0,0,265,0
reaffirm,0,0,8,0
real,0,0,1095,0
rear,0,10,0,0
reason,0,0,420,0
reassurance,0,0,5,0
reassure,0,0,6,0
rebate,0,0,2,0
rebel,8,8,0,0
rebellion,5,0,0,0
rebuke,0,3,0,0
recalcitrant,0,2,0,0
recast,0,0,2,0
received,0,0,249,0
receiving,0,0,102,0
recession,280,280,0,280
reckless,37,37,0,0
recklessness,4,4,0,0
reclamation,0,0,2,0
recognizable,0,0,2,0
recommend,0,0,83,0
reconciliation,0,0,3,0
reconstruct,0,0,3,0
reconstruction,0,0,6,0
recorder,0,0,4,0
recovery,0,0,1300,0
recreation,0,0,7,0
recreational,0,0,9,0
rectify,0,0,2,0
redemption,0,0,1,0
redress,0,0,2,0
redundant,0,18,0,0
refine,0,0,1,0
reform,0,0,42,0
refreshing,0,0,16,0
refugee,0,0,0,45
refusal,0,20,0,0
refuse,0,146,0,0
refused,0,72,0,72
refutation,1,0,0,0
regal,0,0,4,0
regression,0,5,0,0
regressive,0,1,1,0
regret,0,42,0,42
regretting,0,4,0,4
regulate,0,0,7,0
regulatory,48,48,0,0
rehabilitate,0,0,1,0
rehabilitation,0,0,19,0
reimburse,0,0,85,0
reimbursement,0,0,13,0
rein,0,6,0,0
reinforcement,0,0,1,0
reinstate,0,0,9,0
reject,25,25,0,25
rejected,0,30,0,0
rejection,7,7,0,7
rejects,30,30,0,30
rejoice,0,0,8,0
rejuvenate,0,0,5,0
relapse,3,3,0,3
relaxation,0,0,15,0
relegation,0,2,0,0
relevant,0,0,114,0
reliability,0,0,10,0
reliable,0,0,85,0
reliance,0,0,26,0
relics,0,0,0,1
relief,0,0,702,0
relieving,0,0,5,0
reluctant,12,12,0,0
remains,197,197,197,0
remake,0,0,5,0
remand,0,5,0,0
remarkable,0,0,35,0
remarkably,0,0,5,0
remedial,0,1,0,0
remedy,0,0,25,0
remiss,0,1,0,1
remission,0,0,2,0
remodel,0,0,4,0
remorse,0,9,0,9
removal,0,23,0,0
remove,89,89,0,89
renaissance,0,0,5,0
render,0,0,6,0
renewal,0,0,16,0
renounce,0,1,0,0
renovate,0,0,3,0
renovation,0,0,7,0
renown,0,0,2,0
renowned,0,0,31,0
reorganize,0,0,2,0
repay,0,0,9,0
repellent,1,1,0,0
repent,4,0,4,0
replenish,0,0,1,0
reporter,0,0,51,0
represented,0,0,12,0
repress,0,1,0,1
repression,1,1,0,0
reproach,0,1,0,1
reproductive,0,0,16,0
republic,0,87,0,0
reputable,0,0,6,0
rescue,0,0,59,0
resent,0,1,0,0
resentment,0,2,0,2
reserve,0,0,49,0
resident,0,0,103,0
resign,60,60,0,60
resignation,0,16,0,16
resigned,0,10,0,10
resilient,0,0,112,0
resist,0,67,0,0
resistance,0,35,0,0
resistant,21,21,0,0
resisting,6,6,0,6
resources,0,0,372,0
respect,0,0,182,0
respectability,0,0,1,0
respectable,0,0,5,0
respectful,0,0,8,0
respecting,0,0,10,0
respects,0,0,16,0
respite,0,0,8,0
responsible,0,0,296,0
responsive,0,0,26,0
rest,0,0,414,0
restorative,0,0,8,0
restoring,0,0,12,0
restrain,4,4,0,0
restrained,3,0,0,0
restraint,0,0,3,0
restrict,0,33,0,33
restriction,28,28,0,28
restrictive,0,11,0,0
resumption,0,0,38,0
retaliate,0,2,0,0
retaliation,7,7,0,0
retard,4,4,0,4
retention,0,0,18,0
reticent,1,1,0,0
retirement,65,65,65,65
retort,0,2,0,0
retrenchment,1,1,0,0
reunion,0,0,9,0
revels,0,0,2,0
revenge,8,8,0,0
reverend,0,0,4,0
reversal,0,11,0,0
revise,0,0,8,0
revival,0,0,23,0
revive,0,30,30,0
revoke,4,4,0,4
revolt,0,7,0,0
revolting,1,1,0,0
revolution,45,45,45,45
revolutionary,0,0,9,0
revolver,1,1,0,1
revulsion,1,1,0,0
reward,0,0,29,0
rheumatism,1,1,0,1
rhythm,0,0,8,0
ribbon,0,0,1,0
riddled,0,9,0,0
rider,0,0,7,0
ridicule,0,3,0,3
ridiculous,0,114,0,0
rife,0,7,0,0
rifle,5,5,0,0
righteous,0,0,10,0
rightful,0,0,6,0
rightly,0,0,11,0
rigid,0,2,0,0
rigidity,0,1,0,0
rigor,1,1,0,0
rigorous,0,12,0,0
ringer,0,1,0,0
riot,43,43,0,0
ripe,0,0,4,0
rising,0,0,366,0
risk,2122,2122,0,0
risky,36,36,0,0
rivalry,0,6,0,0
rob,33,33,0,33
robber,3,3,0,0
robbery,4,4,0,4
robust,0,0,62,0
rock,0,0,63,0
rod,8,0,8,0
rogue,0,6,0,0
romance,11,0,11,11
romantic,0,0,2,0
romp,0,0,1,0
rooted,0,0,12,0
rosy,0,0,8,0
rot,11,11,0,11
rota,0,0,3,0
rotting,0,2,0,0
rout,0,3,0,0
routine,0,0,70,0
row,0,122,0,0
rowdy,0,4,0,0
royalty,0,0,5,0
rubbish,0,20,0,0
rubble,1,1,0,1
ruffle,0,1,0,0
rugged,0,1,0,0
ruin,30,30,0,30
ruined,38,38,0,38
ruinous,2,2,0,2
rule,139,0,0,0
rumor,0,12,0,12
runaway,0,5,0,5
rupture,3,3,0,3
ruse,0,2,0,0
rust,0,2,0,0
ruth,0,0,13,0
ruthless,5,5,0,0
sabotage,7,7,0,7
sacrifices,24,24,0,24
sadly,0,154,0,154
sadness,0,36,0,36
safe,0,0,2171,0
safeguard,0,0,33,0
sag,3,3,0,0
sage,0,0,29,0
saint,0,0,40,0
salary,0,0,37,0
salient,0,0,1,0
salute,0,0,28,0
salvation,0,0,8,0
samurai,3,0,3,0
sanctification,0,0,1,0
sanctuary,0,0,9,0
sanitary,0,0,21,0
sap,0,19,0,19
sarcasm,0,12,0,12
sardonic,0,1,0,0
satanic,0,4,0,0
satin,0,0,2,0
satisfactorily,0,0,2,0
satisfied,0,0,29,0
saturated,0,1,0,0
savage,6,6,0,0
save,0,0,630,0
savings,0,0,37,0
savor,0,0,2,2
savvy,0,0,4,0
scaffold,2,2,0,0
scandal,37,37,0,0
scandalous,0,3,0,0
scapegoat,12,12,0,0
scar,4,4,0,4
scarce,8,8,0,8
scarcely,0,2,0,2
scarcity,6,6,0,6
scare,93,93,0,0
scarecrow,2,2,2,0
scheme,0,122,0,0
schizophrenia,1,1,0,1
scholar,0,0,10,0
scholarship,0,0,9,0
scientific,0,0,206,0
scientist,0,0,102,0
scoff,0,1,0,0
scold,1,1,0,1
